@relation AAc_Train

@attribute A numeric
@attribute C numeric
@attribute D numeric
@attribute E numeric
@attribute F numeric
@attribute G numeric
@attribute H numeric
@attribute I numeric
@attribute K numeric
@attribute L numeric
@attribute M numeric
@attribute N numeric
@attribute P numeric
@attribute Q numeric
@attribute R numeric
@attribute S numeric
@attribute T numeric
@attribute V numeric
@attribute W numeric
@attribute Y numeric
@attribute Label {thermo,meso}

@data
0.056478,0.023256,0.079734,0.083056,0.036545,0.036545,0.023256,0.036545,0.079734,0.069767,0.016611,0.063123,0.026578,0.039867,0.053156,0.086379,0.0299,0.063123,0.036545,0.059801,thermo
0.118774,0.019157,0.040868,0.097063,0.034483,0.079183,0.033206,0.025543,0.05364,0.118774,0.020434,0.015326,0.074074,0.019157,0.075351,0.024266,0.039591,0.076628,0.012771,0.021711,thermo
0.048387,0.032258,0.032258,0.064516,0.040323,0.048387,0.040323,0.072581,0.064516,0.112903,0.032258,0.008065,0.040323,0.024194,0.112903,0.072581,0.040323,0.064516,0.024194,0.024194,thermo
0.064935,0.006494,0.045455,0.097403,0.077922,0.032468,0.025974,0.11039,0.058442,0.12987,0.012987,0.025974,0.084416,0.032468,0.045455,0.064935,0.012987,0.045455,0,0.025974,thermo
0.045662,0.013699,0.045662,0.063927,0.022831,0.059361,0.041096,0.100457,0.09589,0.127854,0.022831,0.063927,0.059361,0.022831,0.041096,0.050228,0.022831,0.054795,0.013699,0.031963,thermo
0.047297,0,0.027027,0.047297,0.013514,0.081081,0.006757,0.094595,0.108108,0.101351,0.033784,0.047297,0.040541,0.040541,0.087838,0.067568,0.040541,0.074324,0,0.040541,thermo
0.056338,0.012072,0.052314,0.06841,0.06841,0.082495,0.020121,0.092555,0.072435,0.092555,0.018109,0.05835,0.032193,0.018109,0.040241,0.060362,0.046278,0.054326,0.006036,0.04829,thermo
0.064516,0.024194,0.044355,0.072581,0.048387,0.040323,0.016129,0.08871,0.120968,0.108871,0.016129,0.072581,0.016129,0.032258,0.028226,0.056452,0.028226,0.064516,0.004032,0.052419,thermo
0.046296,0.003704,0.085185,0.096296,0.011111,0.038889,0.005556,0.062963,0.148148,0.046296,0.024074,0.124074,0.051852,0.022222,0.033333,0.048148,0.033333,0.074074,0.012963,0.031481,thermo
0.14359,0.010256,0.051282,0.025641,0.051282,0.102564,0.010256,0.123077,0.005128,0.123077,0.030769,0.010256,0.030769,0.015385,0.076923,0.05641,0.046154,0.046154,0.010256,0.030769,thermo
0.090278,0.006944,0.034722,0.083333,0.052083,0.0625,0.03125,0.052083,0.045139,0.131944,0.013889,0.041667,0.038194,0.069444,0.055556,0.059028,0.045139,0.052083,0,0.034722,thermo
0.104265,0,0.028436,0.094787,0.028436,0.080569,0.009479,0.004739,0.056872,0.161137,0.009479,0.014218,0.080569,0.033175,0.118483,0.023697,0.037915,0.080569,0.023697,0.009479,thermo
0.082822,0.004601,0.053681,0.104294,0.029141,0.076687,0.021472,0.069018,0.090491,0.072086,0.029141,0.02454,0.062883,0.02454,0.042945,0.027607,0.04908,0.095092,0.007669,0.032209,thermo
0.039326,0.005618,0.061798,0.106742,0.039326,0.033708,0,0.106742,0.11236,0.129213,0.016854,0.061798,0.011236,0.044944,0.061798,0.033708,0.02809,0.078652,0,0.02809,thermo
0.078049,0.004878,0.078049,0.053659,0.043902,0.082927,0.02439,0.078049,0.053659,0.04878,0.039024,0.019512,0.02439,0.043902,0.087805,0.078049,0.029268,0.082927,0.014634,0.034146,thermo
0.076503,0.010929,0.045537,0.081967,0.041894,0.071038,0.025501,0.043716,0.071038,0.076503,0.03643,0.03643,0.056466,0.014572,0.04918,0.054645,0.051002,0.089253,0.016393,0.051002,thermo
0.064865,0.005405,0.064865,0.089189,0.035135,0.059459,0.005405,0.083784,0.097297,0.083784,0.018919,0.048649,0.032432,0.02973,0.043243,0.040541,0.059459,0.089189,0.008108,0.040541,thermo
0.12065,0.00464,0.044084,0.069606,0.034803,0.111369,0.034803,0.051044,0.030162,0.092807,0.030162,0.032483,0.044084,0.018561,0.074246,0.039443,0.058005,0.092807,0.00232,0.013921,thermo
0.041096,0.013699,0.061644,0.116438,0.013699,0.061644,0.034247,0.054795,0.068493,0.09589,0.061644,0.020548,0.047945,0.006849,0.047945,0.027397,0.061644,0.136986,0,0.027397,thermo
0.047059,0,0.164706,0.176471,0.047059,0.011765,0,0.058824,0.070588,0.129412,0.023529,0.035294,0,0,0,0.058824,0.082353,0.094118,0,0,thermo
0.082645,0,0.024793,0.140496,0.008264,0.041322,0.008264,0.057851,0.07438,0.099174,0.049587,0.049587,0.016529,0.165289,0.041322,0.033058,0.041322,0.057851,0,0.008264,thermo
0.125806,0,0.067742,0.030108,0.023656,0.1,0.013978,0.050538,0.027957,0.070968,0.01828,0.046237,0.037634,0.030108,0.041935,0.083871,0.087097,0.066667,0.026882,0.050538,thermo
0.092199,0.014184,0.053191,0.06383,0.039007,0.106383,0.024823,0.092199,0.028369,0.08156,0.024823,0.039007,0.028369,0.014184,0.060284,0.078014,0.046099,0.095745,0,0.01773,thermo
0.059406,0.014851,0.049505,0.09901,0.044554,0.074257,0.049505,0.084158,0.069307,0.074257,0.014851,0.064356,0.039604,0.039604,0.024752,0.034653,0.034653,0.084158,0.014851,0.029703,thermo
0.112397,0.014876,0.042975,0.076033,0.033058,0.097521,0.016529,0.077686,0.039669,0.107438,0.01157,0.026446,0.05124,0.016529,0.072727,0.064463,0.041322,0.067769,0.004959,0.024793,thermo
0.070968,0.006452,0.058065,0.074194,0.054839,0.070968,0.022581,0.093548,0.058065,0.054839,0.025806,0.041935,0.032258,0.019355,0.067742,0.077419,0.067742,0.051613,0.003226,0.048387,thermo
0.088235,0.002674,0.061497,0.090909,0.029412,0.053476,0.010695,0.080214,0.104278,0.074866,0.032086,0.053476,0.037433,0.029412,0.050802,0.045455,0.024064,0.080214,0.010695,0.040107,thermo
0.116667,0,0.091667,0.1,0.016667,0.016667,0.008333,0.066667,0.075,0.133333,0.025,0.033333,0.033333,0.033333,0.091667,0.058333,0.025,0.033333,0.008333,0.033333,thermo
0.041451,0.005181,0.051813,0.07772,0.049223,0.046632,0.018135,0.059585,0.101036,0.129534,0.015544,0.085492,0.023316,0.059585,0.054404,0.044041,0.062176,0.036269,0.005181,0.033679,thermo
0.088608,0,0.063291,0.06962,0.082278,0.063291,0.018987,0.06962,0.025316,0.107595,0.018987,0.031646,0.094937,0.037975,0.037975,0.044304,0.056962,0.056962,0.006329,0.025316,thermo
0.084592,0.006042,0.057402,0.063444,0.036254,0.087613,0.015106,0.10574,0.07855,0.084592,0.006042,0.066465,0.036254,0.024169,0.033233,0.05136,0.05136,0.066465,0,0.045317,thermo
0.025424,0.033898,0.016949,0.076271,0.016949,0.033898,0.008475,0.084746,0.135593,0.076271,0.025424,0.033898,0.042373,0.025424,0.152542,0.033898,0.050847,0.059322,0.008475,0.059322,thermo
0.049217,0.004474,0.044743,0.069351,0.042506,0.053691,0.022371,0.098434,0.102908,0.085011,0.033557,0.055928,0.026846,0.029083,0.051454,0.073826,0.04698,0.071588,0.006711,0.03132,thermo
0.052239,0.003731,0.078358,0.041045,0.052239,0.093284,0.026119,0.097015,0.026119,0.089552,0.026119,0.063433,0.041045,0.026119,0.074627,0.052239,0.044776,0.070896,0,0.041045,thermo
0.092251,0.00369,0.02583,0.0369,0.04428,0.077491,0.03321,0.070111,0.02214,0.140221,0.03321,0.01845,0.066421,0.02583,0.04059,0.051661,0.059041,0.099631,0.02952,0.02952,thermo
0.099585,0,0.06639,0.062241,0.033195,0.091286,0.024896,0.062241,0.049793,0.078838,0.024896,0.029046,0.058091,0.041494,0.087137,0.020747,0.058091,0.091286,0.004149,0.016598,thermo
0.075377,0.005025,0.025126,0.020101,0.020101,0.090452,0.01005,0.090452,0.025126,0.060302,0.020101,0.065327,0.055276,0.030151,0,0.160804,0.060302,0.135678,0.01005,0.040201,thermo
0.033493,0.019139,0.057416,0.110048,0.019139,0.066986,0.014354,0.119617,0.105263,0.062201,0.009569,0.052632,0.023923,0.023923,0.07177,0.047847,0.062201,0.066986,0,0.033493,thermo
0.045455,0.005051,0.045455,0.080808,0.025253,0.075758,0.010101,0.09596,0.075758,0.085859,0.035354,0.040404,0.025253,0.010101,0.055556,0.10101,0.050505,0.106061,0.010101,0.020202,thermo
0.029345,0.002257,0.05079,0.150113,0.019187,0.038375,0.011287,0.110609,0.126411,0.116253,0.009029,0.064334,0.007901,0.040632,0.060948,0.064334,0.029345,0.040632,0,0.028217,thermo
0.05178,0.006472,0.061489,0.058252,0.032362,0.067961,0.016181,0.074434,0.064725,0.097087,0.029126,0.048544,0.042071,0.045307,0.048544,0.07767,0.05178,0.084142,0.009709,0.032362,thermo
0.063158,0,0.031579,0.147368,0.063158,0.042105,0.010526,0.094737,0.105263,0,0.031579,0.010526,0.042105,0.042105,0.052632,0.063158,0.052632,0.084211,0.010526,0.052632,thermo
0.098404,0.00266,0.039894,0.087766,0.029255,0.071809,0.021277,0.055851,0.015957,0.109043,0.029255,0.018617,0.050532,0.047872,0.085106,0.06117,0.06383,0.079787,0.005319,0.026596,thermo
0.118812,0.009901,0.056106,0.059406,0.016502,0.10231,0.029703,0.062706,0.019802,0.085809,0.033003,0.026403,0.036304,0.013201,0.079208,0.089109,0.052805,0.075908,0.0033,0.029703,thermo
0.073733,0,0.0553,0.059908,0.032258,0.073733,0.009217,0.092166,0.115207,0.059908,0.032258,0.069124,0.0553,0.032258,0.046083,0.0553,0.046083,0.078341,0,0.013825,thermo
0.036859,0.007212,0.056891,0.067308,0.040064,0.051282,0.00641,0.09375,0.082532,0.107372,0.011218,0.057692,0.036058,0.03766,0.058494,0.082532,0.050481,0.065705,0.007212,0.043269,thermo
0.110215,0.013441,0.056452,0.104839,0.045699,0.083333,0.032258,0.034946,0.013441,0.075269,0.037634,0.018817,0.064516,0.016129,0.08871,0.034946,0.053763,0.091398,0.008065,0.016129,thermo
0.104869,0.014981,0.041199,0.089888,0.033708,0.074906,0.037453,0.059925,0.029963,0.123596,0.026217,0.014981,0.037453,0.018727,0.074906,0.101124,0.026217,0.05618,0.011236,0.022472,thermo
0.182692,0,0.057692,0.076923,0.038462,0.038462,0.019231,0.028846,0.019231,0.067308,0.048077,0.057692,0.009615,0.105769,0.076923,0.076923,0.019231,0.057692,0.009615,0.009615,thermo
0.032258,0.002933,0.058651,0.055718,0.058651,0.058651,0.01173,0.073314,0.096774,0.076246,0.041056,0.087977,0.035191,0.026393,0.032258,0.064516,0.073314,0.058651,0.005865,0.049853,thermo
0.04328,0,0.063781,0.056948,0.052392,0.056948,0.009112,0.111617,0.093394,0.079727,0.01139,0.075171,0.036446,0.022779,0.050114,0.075171,0.050114,0.072893,0,0.038724,thermo
0.056225,0.008032,0.072289,0.080321,0.024096,0.076305,0.012048,0.100402,0.100402,0.068273,0.032129,0.028112,0.036145,0.016064,0.028112,0.088353,0.052209,0.068273,0.004016,0.048193,thermo
0.095506,0,0.039326,0.089888,0.033708,0.05618,0.016854,0.067416,0.050562,0.146067,0.011236,0.050562,0.033708,0.033708,0.117978,0.039326,0.033708,0.073034,0,0.011236,thermo
0.066372,0,0.070796,0.053097,0.035398,0.079646,0.039823,0.088496,0.057522,0.09292,0.030973,0.030973,0.057522,0.039823,0.035398,0.044248,0.039823,0.097345,0.00885,0.030973,thermo
0.075795,0,0.066015,0.056235,0.046455,0.06357,0.012225,0.051345,0.051345,0.080685,0.01467,0.046455,0.066015,0.051345,0.061125,0.03423,0.056235,0.09291,0.01956,0.05379,thermo
0.069091,0.010909,0.061818,0.058182,0.054545,0.072727,0.018182,0.094545,0.08,0.090909,0.021818,0.036364,0.029091,0.04,0.047273,0.058182,0.043636,0.065455,0,0.047273,thermo
0.043668,0.004367,0.069869,0.080786,0.043668,0.098253,0.010917,0.117904,0.082969,0.098253,0.015284,0.050218,0.024017,0.00655,0.054585,0.050218,0.041485,0.061135,0,0.045852,thermo
0.057143,0.018182,0.063636,0.079221,0.033766,0.067532,0.015584,0.084416,0.090909,0.066234,0.019481,0.038961,0.048052,0.020779,0.071429,0.064935,0.058442,0.048052,0.007792,0.045455,thermo
0.057644,0.012531,0.042607,0.072682,0.0401,0.095238,0.007519,0.110276,0.087719,0.107769,0.017544,0.06015,0.025063,0.027569,0.035088,0.055138,0.025063,0.087719,0.010025,0.022556,thermo
0.073469,0.008163,0.061224,0.077551,0.036735,0.057143,0.020408,0.053061,0.036735,0.126531,0.02449,0.040816,0.04898,0.020408,0.106122,0.093878,0.020408,0.065306,0.004082,0.02449,thermo
0.148148,0,0.027778,0.092593,0.055556,0.055556,0.018519,0.111111,0.074074,0.037037,0.027778,0.027778,0.027778,0.037037,0.055556,0.074074,0.009259,0.092593,0.018519,0.009259,thermo
0.072464,0.007246,0.055072,0.095652,0.04058,0.066667,0.02029,0.081159,0.03913,0.082609,0.031884,0.026087,0.04058,0.02029,0.088406,0.068116,0.050725,0.063768,0.005797,0.043478,thermo
0.027027,0,0.086486,0.072973,0.056757,0.048649,0.02973,0.086486,0.089189,0.083784,0.02973,0.064865,0.035135,0,0.059459,0.075676,0.027027,0.048649,0.002703,0.075676,thermo
0.057018,0.039474,0.070175,0.092105,0.074561,0.048246,0.030702,0.087719,0.070175,0.057018,0.035088,0.02193,0.035088,0.04386,0.02193,0.065789,0.052632,0.061404,0,0.035088,thermo
0.066038,0,0.056604,0.066038,0.018868,0.061321,0.004717,0.122642,0.080189,0.061321,0.018868,0.061321,0.037736,0.014151,0.056604,0.084906,0.028302,0.089623,0.009434,0.061321,thermo
0.054945,0.065934,0.032967,0.043956,0.087912,0.021978,0.043956,0.076923,0.032967,0.065934,0.021978,0.043956,0.032967,0.032967,0.076923,0.054945,0.087912,0.021978,0.010989,0.087912,thermo
0.09,0,0.05,0.08,0.02,0.09,0,0.12,0.02,0.17,0.04,0.04,0.06,0.01,0.02,0.04,0.07,0.04,0,0.04,thermo
0.096257,0.008021,0.045455,0.082888,0.040107,0.07754,0.037433,0.05615,0.05615,0.093583,0.040107,0.018717,0.045455,0.040107,0.040107,0.064171,0.050802,0.064171,0.008021,0.034759,thermo
0.109649,0.013158,0.078947,0.070175,0.039474,0.092105,0.008772,0.096491,0.030702,0.074561,0.04386,0.030702,0.039474,0.013158,0.092105,0.04386,0.030702,0.074561,0,0.017544,thermo
0.102439,0.009756,0.034146,0.102439,0.014634,0.087805,0.029268,0.068293,0.014634,0.087805,0.004878,0.014634,0.068293,0.043902,0.073171,0.039024,0.078049,0.121951,0,0.004878,thermo
0.079832,0.021008,0.079832,0.029412,0.054622,0.12605,0.05042,0.058824,0.042017,0.096639,0.037815,0.037815,0.046218,0.012605,0.037815,0.033613,0.058824,0.071429,0,0.02521,thermo
0.072816,0,0.053398,0.131068,0.029126,0.058252,0.029126,0.043689,0.058252,0.101942,0.014563,0.019417,0.07767,0.019417,0.07767,0.043689,0.014563,0.126214,0,0.029126,thermo
0.109347,0.003527,0.042328,0.153439,0.021164,0.03351,0.021164,0.042328,0.05291,0.13933,0.029982,0.017637,0.024691,0.065256,0.091711,0.022928,0.031746,0.049383,0.008818,0.038801,thermo
0.037736,0.007547,0.056604,0.067925,0.056604,0.075472,0.041509,0.071698,0.10566,0.064151,0.026415,0.064151,0.033962,0.026415,0.049057,0.05283,0.049057,0.041509,0.015094,0.056604,thermo
0.064725,0,0.064725,0.074434,0.02589,0.058252,0.032362,0.058252,0.074434,0.106796,0.009709,0.022654,0.058252,0.02589,0.067961,0.061489,0.045307,0.110032,0,0.038835,thermo
0.088235,0.058824,0.044118,0.088235,0.044118,0.102941,0,0.044118,0.044118,0.058824,0.044118,0.044118,0.058824,0.044118,0.029412,0.088235,0.073529,0.029412,0.014706,0,thermo
0.035088,0.00638,0.086124,0.121212,0.044657,0.044657,0.012759,0.073365,0.098884,0.079745,0.027113,0.055821,0.023923,0.031898,0.028708,0.068581,0.043062,0.055821,0.00319,0.059011,thermo
0.063098,0.00956,0.043977,0.086042,0.043977,0.078394,0.015296,0.080306,0.089866,0.078394,0.036329,0.032505,0.049713,0.034417,0.061185,0.053537,0.053537,0.059273,0.005736,0.024857,thermo
0.028169,0.010563,0.09507,0.042254,0.059859,0.056338,0.017606,0.112676,0.088028,0.070423,0.028169,0.077465,0.014085,0,0.056338,0.080986,0.010563,0.056338,0.007042,0.088028,thermo
0.067395,0.003643,0.076503,0.034608,0.051002,0.087432,0.021858,0.041894,0.058288,0.07286,0.023679,0.040073,0.047359,0.032787,0.040073,0.054645,0.081967,0.060109,0.045537,0.058288,thermo
0.158974,0.007692,0.038462,0.071795,0.020513,0.087179,0.023077,0.028205,0.041026,0.153846,0.010256,0.012821,0.05641,0.023077,0.087179,0.035897,0.020513,0.087179,0.005128,0.030769,thermo
0.126984,0,0.05291,0.095238,0.021164,0.095238,0.010582,0.089947,0.037037,0.063492,0.042328,0.010582,0.037037,0.031746,0.068783,0.047619,0.042328,0.095238,0,0.031746,thermo
0.0553,0.009217,0.036866,0.101382,0.02765,0.046083,0.018433,0.082949,0.069124,0.115207,0.032258,0.036866,0.041475,0.032258,0.069124,0.087558,0.023041,0.082949,0,0.032258,thermo
0.131818,0.013636,0.045455,0.086364,0.040909,0.063636,0.009091,0.05,0.045455,0.140909,0.031818,0.009091,0.018182,0.05,0.086364,0.045455,0.040909,0.054545,0.004545,0.031818,thermo
0.079167,0.041667,0.05,0.095833,0.054167,0.075,0.0125,0.0375,0.058333,0.0625,0.029167,0.029167,0.091667,0.041667,0.05,0.029167,0.0625,0.054167,0.016667,0.029167,thermo
0.068966,0.003448,0.02069,0.062069,0.062069,0.041379,0,0.151724,0.055172,0.106897,0.013793,0.044828,0.02069,0.02069,0.062069,0.075862,0.068966,0.062069,0.013793,0.044828,thermo
0.064103,0.00641,0.038462,0.064103,0.019231,0.108974,0.025641,0.128205,0.083333,0.083333,0.019231,0.076923,0.025641,0,0.051282,0.064103,0.025641,0.070513,0.00641,0.038462,thermo
0.05283,0.011321,0.033962,0.090566,0.033962,0.083019,0.007547,0.064151,0.098113,0.124528,0.026415,0.033962,0.045283,0.026415,0.030189,0.037736,0.045283,0.098113,0,0.056604,thermo
0.172775,0,0.026178,0.151832,0.036649,0.036649,0.015707,0.068063,0.020942,0.073298,0.010471,0.010471,0.031414,0.078534,0.13089,0.026178,0.015707,0.08377,0,0.010471,thermo
0.067194,0.01581,0.043478,0.098814,0.067194,0.055336,0.011858,0.079051,0.118577,0.12253,0.019763,0.043478,0.031621,0.019763,0.043478,0.067194,0.01581,0.071146,0,0.007905,thermo
0.061765,0.005882,0.020588,0.020588,0.035294,0.091176,0.002941,0.097059,0.008824,0.085294,0.014706,0.105882,0.05,0.029412,0.008824,0.091176,0.091176,0.058824,0.011765,0.108824,thermo
0.048638,0.003891,0.062257,0.070039,0.038911,0.095331,0.009728,0.124514,0.081712,0.105058,0.013619,0.040856,0.033074,0.007782,0.046693,0.058366,0.027237,0.079767,0.005837,0.046693,thermo
0.032258,0,0.053763,0.082437,0.02509,0.078853,0.003584,0.121864,0.078853,0.075269,0.039427,0.043011,0.043011,0.02509,0.050179,0.064516,0.057348,0.057348,0.010753,0.057348,thermo
0.108844,0.006803,0.027211,0.068027,0.040816,0.115646,0.013605,0.006803,0.006803,0.190476,0.006803,0,0.095238,0.020408,0.115646,0.027211,0.020408,0.068027,0.020408,0.040816,thermo
0.017606,0.014085,0.049296,0.091549,0.024648,0.056338,0.014085,0.102113,0.112676,0.091549,0.017606,0.045775,0.028169,0.028169,0.028169,0.084507,0.084507,0.073944,0,0.035211,thermo
0.057778,0.008889,0.053333,0.088889,0.057778,0.044444,0.004444,0.106667,0.128889,0.088889,0.017778,0.053333,0.044444,0.013333,0.022222,0.044444,0.048889,0.044444,0.004444,0.066667,thermo
0.036232,0.014493,0.072464,0.123188,0.043478,0.028986,0.021739,0.065217,0.115942,0.086957,0.028986,0.086957,0,0.007246,0.036232,0.028986,0.057971,0.072464,0,0.072464,thermo
0.035135,0.008108,0.051351,0.062162,0.051351,0.059459,0.018919,0.089189,0.037838,0.059459,0.021622,0.07027,0.059459,0.035135,0.040541,0.083784,0.108108,0.040541,0.008108,0.059459,thermo
0.078341,0,0.064516,0.046083,0.036866,0.087558,0.009217,0.069124,0.064516,0.073733,0.046083,0.041475,0.032258,0.023041,0.050691,0.0553,0.078341,0.082949,0,0.059908,thermo
0.057471,0,0.022989,0.126437,0.034483,0.034483,0.057471,0.103448,0.126437,0.068966,0.022989,0.057471,0.068966,0,0.022989,0.045977,0.022989,0.103448,0,0.022989,thermo
0.051471,0.018382,0.066176,0.101103,0.056985,0.051471,0.020221,0.0625,0.051471,0.09375,0.029412,0.022059,0.058824,0.029412,0.080882,0.068015,0.027574,0.049632,0.016544,0.044118,thermo
0.146789,0.006881,0.052752,0.06422,0.027523,0.126147,0.029817,0.009174,0.004587,0.119266,0.020642,0.009174,0.050459,0.002294,0.091743,0.06422,0.061927,0.09633,0.006881,0.009174,thermo
0.057416,0.007177,0.062201,0.102871,0.057416,0.08134,0.004785,0.088517,0.07177,0.086124,0.021531,0.043062,0.028708,0.0311,0.052632,0.04067,0.050239,0.07177,0.002392,0.038278,thermo
0.097345,0,0.020228,0.026549,0.088496,0.085967,0.031606,0.044248,0.026549,0.141593,0.030341,0.030341,0.049305,0.02402,0.027813,0.049305,0.05689,0.077118,0.042984,0.049305,thermo
0.058651,0,0.055718,0.032258,0.038123,0.090909,0.02346,0.087977,0.070381,0.055718,0.014663,0.105572,0.029326,0.008798,0.029326,0.102639,0.061584,0.073314,0.020528,0.041056,thermo
0.096154,0.007212,0.069712,0.098558,0.028846,0.091346,0.012019,0.088942,0.036058,0.076923,0.021635,0.040865,0.043269,0.021635,0.043269,0.055288,0.057692,0.076923,0.007212,0.026442,thermo
0.117783,0.002309,0.032333,0.032333,0.027714,0.096998,0.009238,0.078522,0.04388,0.120092,0.020785,0.039261,0.039261,0.036952,0.04157,0.050808,0.066975,0.101617,0.013857,0.027714,thermo
0.021622,0,0.075676,0.102703,0.037838,0.043243,0.016216,0.097297,0.108108,0.086486,0.021622,0.081081,0.021622,0.016216,0.010811,0.059459,0.037838,0.097297,0.010811,0.054054,thermo
0.086598,0.006186,0.063918,0.080412,0.047423,0.068041,0.024742,0.045361,0.041237,0.094845,0.020619,0.028866,0.043299,0.030928,0.078351,0.072165,0.035052,0.070103,0.020619,0.041237,thermo
0.061846,0.006851,0.062607,0.088677,0.042816,0.060133,0.030067,0.081827,0.066984,0.092864,0.024167,0.044339,0.040343,0.035205,0.048716,0.053473,0.053663,0.059562,0.006089,0.039772,thermo
0.03125,0.015625,0.057292,0.057292,0.036458,0.078125,0.020833,0.067708,0.067708,0.125,0.015625,0.072917,0.026042,0.026042,0.0625,0.057292,0.041667,0.083333,0.015625,0.041667,thermo
0.07113,0.018828,0.048117,0.064854,0.033473,0.052301,0.020921,0.064854,0.075314,0.087866,0.029289,0.043933,0.069038,0.018828,0.069038,0.087866,0.069038,0.041841,0.006276,0.027197,thermo
0.085366,0.014634,0.053659,0.104878,0.021951,0.080488,0.021951,0.060976,0.053659,0.073171,0.04878,0.017073,0.029268,0.026829,0.053659,0.078049,0.058537,0.078049,0.007317,0.031707,thermo
0.074219,0.011719,0.050781,0.058594,0.03125,0.109375,0.019531,0.0625,0.023438,0.085938,0.042969,0.039063,0.035156,0.003906,0.078125,0.105469,0.054688,0.097656,0.007813,0.007813,thermo
0.046647,0.014577,0.072886,0.09621,0.06414,0.046647,0.026239,0.072886,0.084548,0.081633,0.020408,0.06414,0.03207,0.023324,0.049563,0.043732,0.029155,0.046647,0.023324,0.061224,thermo
0.066092,0.011494,0.043103,0.08046,0.031609,0.083333,0.028736,0.054598,0.051724,0.103448,0.028736,0.045977,0.054598,0.014368,0.043103,0.057471,0.045977,0.091954,0.025862,0.037356,thermo
0.125461,0,0.04797,0.077491,0.0369,0.088561,0.01476,0.092251,0.070111,0.066421,0.02952,0.01845,0.03321,0.02583,0.02952,0.062731,0.04797,0.103321,0.00738,0.02214,thermo
0.036298,0.012704,0.063521,0.07804,0.034483,0.036298,0.005445,0.08167,0.101633,0.123412,0.021779,0.052632,0.038113,0.018149,0.056261,0.083485,0.019964,0.072595,0.009074,0.054446,thermo
0.0875,0,0.045,0.03,0.0425,0.08,0.0125,0.0725,0.03,0.08,0.02,0.075,0.06,0.035,0.01,0.085,0.065,0.07,0.02,0.08,thermo
